x1 x2 true_label anomaly_score prediction
0.9456 0.2608 0 0.0103 0
-0.3116 2.2835 0 0.0386 0
0.6595 0.6387 0 0.0022 0
1.5112 0.4748 0 0.0173 0
0.0557 -1.2827 0 0.0468 0
-0.3439 0.4609 0 0.0016 0
0.2755 -2.4813 0 0.0262 0
-1.1670 -1.1455 0 0.0004 0
-0.4857 -0.2078 0 0.0006 0
-0.5752 -0.3087 0 0.0009 0
0.4187 -0.6569 0 0.0178 0
-0.3767 0.4813 0 0.0020 0
-0.2260 0.6154 0 0.0020 0
-0.6135 -0.7596 0 0.0024 0
0.0135 0.0642 0 0.0010 0
0.5959 1.0764 0 0.0001 0
0.1015 -1.9617 0 0.0286 0
0.3328 1.5220 0 0.0017 0
-0.5877 0.0357 0 0.0008 0
-1.2169 0.2783 0 0.0077 0
0.5921 1.1330 0 0.0004 0
0.5467 -0.1106 0 0.0098 0
-1.0029 1.9859 1 0.0467 0
-4.4646 2.8783 1 0.2814 0
-1.5539 -3.8034 1 0.0623 0
0.7311 2.4223 1 0.0149 0
4.3270 -3.0540 1 0.2575 0
-2.4605 0.9613 1 0.0530 0
1.3563 1.9224 1 0.0057 0
2.7444 -1.1338 1 0.1356 0
2.7778 3.6865 1 0.0412 0
-1.3061 3.5573 1 0.1397 0
2.4429 4.4103 1 0.0122 0
-2.8414 -2.4690 1 0.0147 0
-1.4457 0.2536 1 0.0105 0
3.0010 -2.8543 1 0.1525 0
2.5033 -1.7919 1 0.2682 0
3.0205 -0.2374 1 0.0916 0
-4.3804 -2.7512 1 0.0235 0
-3.6188 2.4798 1 0.1919 0
-3.3527 -0.4166 1 0.0355 0
1.0788 -2.7420 1 0.0392 0
1.4424 -4.8821 1 1.0000 1
-3.5775 -4.5306 1 0.2782 0
-1.5124 -1.8215 1 0.0026 0
0.7160 -0.9246 1 0.0327 0
2.3504 4.5840 1 0.0212 0
1.7940 -1.9698 1 0.1666 0
-4.6819 1.8110 1 0.2083 0
-2.4773 2.5444 1 0.1330 0
3.3424 1.9286 1 0.0277 0
4.6916 4.7490 1 0.0027 0
1.0587 -3.6432 1 0.0028 0
4.4672 -2.3725 1 0.4102 0
-2.3618 4.1839 1 0.2488 0
3.8741 1.5108 1 0.0609 0
0.3134 -4.2058 1 0.0895 0
-0.5190 4.7956 1 0.1863 0
1.2733 0.4281 1 0.0133 0
-1.0383 -1.7439 1 0.0205 0
2.9801 0.3083 1 0.0733 0
3.2529 -0.8850 1 0.1401 0
2.1845 2.0638 1 0.0032 0
0.7973 3.1419 1 0.0057 0
3.1332 4.6346 1 0.0281 0
3.8439 -1.2785 1 0.2254 0
-4.2331 0.9141 1 0.1237 0
-0.0436 -1.3041 1 0.0403 0
-0.8373 0.2352 1 0.0034 0
3.6481 1.5587 1 0.0499 0
-1.7755 -2.0561 1 0.0016 0
-1.2382 -1.9325 1 0.0179 0
